"-------------------------------------------------------------------------------------------"
" Monthly average CO2 concentrations (ppm) derived from daily flask and in situ (continuous) data. "
" Scripps Pier, La Jolla, California.                                                       "
"  In situ data is sporadically used only during a limited time period from 1957 to 1962"
"  Outside this period, the record is entirely flask-based"
"                                                                                           "
" Source: R. F. Keeling and S. J. Walker                                                    "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling AT ucsd.edu) and         "
" Dr. Stephen Walker (sjwalker AT ucsd.edu), Scripps CO2 Program.                           "
"                                                                                           "
" Flask data from archive dated 14-Oct-2021 09:23:51                                        "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 2012 SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '12' calibration scale                             "
1971, 04,   26038, 1971.2877,   330.42,   327.06,     330.92,   327.54,     330.42,   327.06
1971, 05,   26068, 1971.3699,   330.64,   327.18,     331.07,   327.61,     330.64,   327.18
1971, 06,   26099, 1971.4548,   329.95,   328.45,     329.13,   327.69,     329.95,   328.45
1971, 07,   26129, 1971.5370,   324.43,   326.93,     325.18,   327.76,     324.43,   326.93
1971, 08,   26160, 1971.6219,      NaN,      NaN,     322.03,   327.83,     322.03,   327.83
1971, 09,   26191, 1971.7068,      NaN,      NaN,     322.80,   327.91,     322.80,   327.91
1971, 10,   26221, 1971.7890,      NaN,      NaN,     325.71,   327.98,     325.71,   327.98
1971, 11,   26252, 1971.8740,      NaN,      NaN,     327.94,   328.06,     327.94,   328.06
1971, 12,   26282, 1971.9562,      NaN,      NaN,     329.18,   328.13,     329.18,   328.13
1972, 01,   26313, 1972.0410,      NaN,      NaN,     330.07,   328.20,     330.07,   328.20
1972, 02,   26344, 1972.1257,      NaN,      NaN,     330.53,   328.27,     330.53,   328.27
1972, 03,   26373, 1972.2049,   333.76,   331.09,     331.01,   328.33,     333.76,   331.09
1972, 04,   26404, 1972.2896,   330.92,   327.52,     331.81,   328.40,     330.92,   327.52
1972, 05,   26434, 1972.3716,   332.23,   328.75,     331.93,   328.46,     332.23,   328.75
1972, 06,   26465, 1972.4563,      NaN,      NaN,     329.92,   328.53,     329.92,   328.53
1972, 07,   26495, 1972.5383,   326.50,   329.09,     325.93,   328.59,     326.50,   329.09
1972, 08,   26526, 1972.6230,      NaN,      NaN,     322.80,   328.66,     322.80,   328.66
1972, 09,   26557, 1972.7077,   322.69,   327.86,     323.62,   328.74,     322.69,   327.86
1972, 10,   26587, 1972.7896,   326.04,   328.36,     326.56,   328.83,     326.04,   328.36
1972, 11,   26618, 1972.8743,   328.38,   328.51,     328.82,   328.93,     328.38,   328.51
1972, 12,   26648, 1972.9563,   330.31,   329.26,     330.10,   329.03,     330.31,   329.26
1973, 01,   26679, 1973.0411,   330.32,   328.44,     331.05,   329.16,     330.32,   328.44
1973, 02,   26710, 1973.1260,   331.38,   329.11,     331.57,   329.29,     331.38,   329.11
1973, 03,   26738, 1973.2027,   332.08,   329.41,     332.10,   329.42,     332.08,   329.41
1973, 04,   26769, 1973.2877,   333.74,   330.33,     332.99,   329.57,     333.74,   330.33
1973, 05,   26799, 1973.3699,      NaN,      NaN,     333.23,   329.72,     333.23,   329.72
1973, 06,   26830, 1973.4548,      NaN,      NaN,     331.35,   329.89,     331.35,   329.89
1973, 07,   26860, 1973.5370,   328.62,   331.17,     327.43,   330.05,     328.62,   331.17
1973, 08,   26891, 1973.6219,   322.21,   328.08,     324.32,   330.22,     322.21,   328.08
1973, 09,   26922, 1973.7068,      NaN,      NaN,     325.20,   330.39,     325.20,   330.39
1973, 10,   26952, 1973.7890,   328.77,   331.12,     328.25,   330.56,     328.77,   331.12
1973, 11,   26983, 1973.8740,      NaN,      NaN,     330.62,   330.73,     330.62,   330.73
1973, 12,   27013, 1973.9562,      NaN,      NaN,     331.97,   330.90,     331.97,   330.90
1974, 01,   27044, 1974.0411,      NaN,      NaN,     332.97,   331.07,     332.97,   331.07
1974, 02,   27075, 1974.1260,   333.70,   331.42,     333.53,   331.24,     333.70,   331.42
1974, 03,   27103, 1974.2027,   333.61,   330.92,     334.08,   331.38,     333.61,   330.92
1974, 04,   27134, 1974.2877,   335.69,   332.25,     334.98,   331.54,     335.69,   332.25
1974, 05,   27164, 1974.3699,      NaN,      NaN,     335.21,   331.68,     335.21,   331.68
1974, 06,   27195, 1974.4548,      NaN,      NaN,     333.29,   331.82,     333.29,   331.82
1974, 07,   27225, 1974.5370,      NaN,      NaN,     329.31,   331.94,     329.31,   331.94
1974, 08,   27256, 1974.6219,   327.40,   333.31,     326.12,   332.06,     327.40,   333.31
1974, 09,   27287, 1974.7068,      NaN,      NaN,     326.94,   332.16,     326.94,   332.16
1974, 10,   27317, 1974.7890,   330.86,   333.23,     329.93,   332.25,     330.86,   333.23
1974, 11,   27348, 1974.8740,   331.39,   331.53,     332.22,   332.34,     331.39,   331.53
1974, 12,   27378, 1974.9562,      NaN,      NaN,     333.49,   332.41,     333.49,   332.41
1975, 01,   27409, 1975.0411,   334.35,   332.44,     334.39,   332.48,     334.35,   332.44
1975, 02,   27440, 1975.1260,      NaN,      NaN,     334.85,   332.54,     334.85,   332.54
1975, 03,   27468, 1975.2027,      NaN,      NaN,     335.31,   332.59,     335.31,   332.59
1975, 04,   27499, 1975.2877,   334.78,   331.32,     336.12,   332.65,     334.78,   331.32
1975, 05,   27529, 1975.3699,   337.01,   333.45,     336.26,   332.71,     337.01,   333.45
1975, 06,   27560, 1975.4548,      NaN,      NaN,     334.25,   332.77,     334.25,   332.77
1975, 07,   27590, 1975.5370,   329.69,   332.27,     330.17,   332.83,     329.69,   332.27
1975, 08,   27621, 1975.6219,      NaN,      NaN,     326.91,   332.89,     326.91,   332.89
1975, 09,   27652, 1975.7068,      NaN,      NaN,     327.69,   332.96,     327.69,   332.96
1975, 10,   27682, 1975.7890,   328.82,   331.20,     330.68,   333.02,     328.82,   331.20
1975, 11,   27713, 1975.8740,      NaN,      NaN,     332.98,   333.10,     332.98,   333.10
1975, 12,   27743, 1975.9562,   335.56,   334.49,     334.26,   333.17,     335.56,   334.49
1976, 01,   27774, 1976.0410,      NaN,      NaN,     335.17,   333.25,     335.17,   333.25
1976, 02,   27805, 1976.1257,   334.93,   332.61,     335.65,   333.32,     334.93,   332.61
1976, 03,   27834, 1976.2049,   337.37,   334.63,     336.15,   333.40,     337.37,   334.63
1976, 04,   27865, 1976.2896,   338.48,   334.98,     336.98,   333.47,     338.48,   334.98
1976, 05,   27895, 1976.3716,      NaN,      NaN,     337.11,   333.55,     337.11,   333.55
1976, 06,   27926, 1976.4563,   334.78,   333.29,     335.06,   333.63,     334.78,   333.29
1976, 07,   27956, 1976.5383,      NaN,      NaN,     330.97,   333.71,     330.97,   333.71
1976, 08,   27987, 1976.6230,   328.75,   334.76,     327.77,   333.80,     328.75,   334.76
1976, 09,   28018, 1976.7077,   326.32,   331.64,     328.63,   333.91,     326.32,   331.64
1976, 10,   28048, 1976.7896,      NaN,      NaN,     331.68,   334.02,     331.68,   334.02
1976, 11,   28079, 1976.8743,      NaN,      NaN,     334.04,   334.14,     334.04,   334.14
1976, 12,   28109, 1976.9563,   334.32,   333.24,     335.38,   334.28,     334.32,   333.24
1977, 01,   28140, 1977.0411,   336.29,   334.36,     336.38,   334.43,     336.29,   334.36
1977, 02,   28171, 1977.1260,   335.51,   333.17,     336.94,   334.60,     335.51,   333.17
1977, 03,   28199, 1977.2027,   336.82,   334.07,     337.52,   334.76,     336.82,   334.07
1977, 04,   28230, 1977.2877,      NaN,      NaN,     338.47,   334.95,     338.47,   334.95
1977, 05,   28260, 1977.3699,   338.59,   334.97,     338.74,   335.14,     338.59,   334.97
1977, 06,   28291, 1977.4548,      NaN,      NaN,     336.84,   335.34,     336.84,   335.34
1977, 07,   28321, 1977.5370,   333.24,   335.86,     332.83,   335.53,     333.24,   335.86
1977, 08,   28352, 1977.6219,      NaN,      NaN,     329.66,   335.72,     329.66,   335.72
1977, 09,   28383, 1977.7068,   331.85,   337.23,     330.56,   335.90,     331.85,   337.23
1977, 10,   28413, 1977.7890,   334.20,   336.62,     333.69,   336.07,     334.20,   336.62
1977, 11,   28444, 1977.8740,   338.35,   338.49,     336.11,   336.23,     338.35,   338.49
1977, 12,   28474, 1977.9562,      NaN,      NaN,     337.47,   336.37,     337.47,   336.37
1978, 01,   28505, 1978.0411,   340.12,   338.17,     338.46,   336.51,     340.12,   338.17
1978, 02,   28536, 1978.1260,      NaN,      NaN,     338.99,   336.63,     338.99,   336.63
1978, 03,   28564, 1978.2027,      NaN,      NaN,     339.52,   336.74,     339.52,   336.74
1978, 04,   28595, 1978.2877,   339.66,   336.13,     340.40,   336.86,     339.66,   336.13
1978, 05,   28625, 1978.3699,   339.25,   335.60,     340.60,   336.97,     339.25,   335.60
1978, 06,   28656, 1978.4548,   339.15,   337.58,     338.60,   337.09,     339.15,   337.58
1978, 07,   28686, 1978.5370,      NaN,      NaN,     334.49,   337.21,     334.49,   337.21
1978, 08,   28717, 1978.6219,   331.46,   337.54,     331.23,   337.33,     331.46,   337.54
1978, 09,   28748, 1978.7068,   330.18,   335.59,     332.10,   337.47,     330.18,   335.59
1978, 10,   28778, 1978.7890,   336.10,   338.54,     335.22,   337.61,     336.10,   338.54
1978, 11,   28809, 1978.8740,   336.66,   336.80,     337.64,   337.76,     336.66,   336.80
1978, 12,   28839, 1978.9562,   340.16,   339.07,     339.02,   337.91,     340.16,   339.07
1979, 01,   28870, 1979.0411,   338.67,   336.71,     340.04,   338.07,     338.67,   336.71
1979, 02,   28901, 1979.1260,   339.48,   337.11,     340.61,   338.24,     339.48,   337.11
1979, 03,   28929, 1979.2027,   341.11,   338.32,     341.19,   338.39,     341.11,   338.32
1979, 04,   28960, 1979.2877,   341.37,   337.81,     342.13,   338.56,     341.37,   337.81
1979, 05,   28990, 1979.3699,      NaN,      NaN,     342.38,   338.72,     342.38,   338.72
1979, 06,   29021, 1979.4548,   343.48,   341.90,     340.41,   338.88,     343.48,   341.90
1979, 07,   29051, 1979.5370,      NaN,      NaN,     336.30,   339.03,     336.30,   339.03
1979, 08,   29082, 1979.6219,   333.36,   339.48,     333.02,   339.16,     333.36,   339.48
1979, 09,   29113, 1979.7068,   335.84,   341.30,     333.87,   339.28,     335.84,   341.30
1979, 10,   29143, 1979.7890,   338.09,   340.55,     336.98,   339.38,     338.09,   340.55
1979, 11,   29174, 1979.8740,   339.49,   339.63,     339.36,   339.48,     339.49,   339.63
1979, 12,   29204, 1979.9562,      NaN,      NaN,     340.67,   339.55,     340.67,   339.55
1980, 01,   29235, 1980.0410,      NaN,      NaN,     341.61,   339.63,     341.61,   339.63
1980, 02,   29266, 1980.1257,      NaN,      NaN,     342.08,   339.69,     342.08,   339.69
1980, 03,   29295, 1980.2049,   341.15,   338.33,     342.59,   339.76,     341.15,   338.33
1980, 04,   29326, 1980.2896,      NaN,      NaN,     343.44,   339.83,     343.44,   339.83
1980, 05,   29356, 1980.3716,   341.62,   337.95,     343.56,   339.90,     341.62,   337.95
1980, 06,   29387, 1980.4563,      NaN,      NaN,     341.45,   339.98,     341.45,   339.98
1980, 07,   29417, 1980.5383,      NaN,      NaN,     337.24,   340.06,     337.24,   340.06
1980, 08,   29448, 1980.6230,   333.96,   340.14,     333.95,   340.15,     333.96,   340.14
1980, 09,   29479, 1980.7077,      NaN,      NaN,     334.82,   340.25,     334.82,   340.25
1980, 10,   29509, 1980.7896,   337.79,   340.24,     337.94,   340.34,     337.79,   340.24
1980, 11,   29540, 1980.8743,      NaN,      NaN,     340.33,   340.44,     340.33,   340.44
1980, 12,   29570, 1980.9563,   341.02,   339.91,     341.67,   340.54,     341.02,   339.91
1981, 01,   29601, 1981.0411,   342.34,   340.35,     342.64,   340.64,     342.34,   340.35
1981, 02,   29632, 1981.1260,   343.86,   341.45,     343.15,   340.74,     343.86,   341.45
1981, 03,   29660, 1981.2027,      NaN,      NaN,     343.67,   340.83,     343.67,   340.83
1981, 04,   29691, 1981.2877,      NaN,      NaN,     344.55,   340.93,     344.55,   340.93
1981, 05,   29721, 1981.3699,   345.38,   341.66,     344.73,   341.02,     345.38,   341.66
1981, 06,   29752, 1981.4548,      NaN,      NaN,     342.66,   341.11,     342.66,   341.11
1981, 07,   29782, 1981.5370,   337.94,   340.63,     338.43,   341.19,     337.94,   340.63
1981, 08,   29813, 1981.6219,   336.44,   342.65,     335.04,   341.27,     336.44,   342.65
1981, 09,   29844, 1981.7068,      NaN,      NaN,     335.86,   341.35,     335.86,   341.35
1981, 10,   29874, 1981.7890,   339.23,   341.72,     338.98,   341.42,     339.23,   341.72
1981, 11,   29905, 1981.8740,   340.16,   340.30,     341.37,   341.48,     340.16,   340.30
1981, 12,   29935, 1981.9562,   342.31,   341.20,     342.68,   341.55,     342.31,   341.20
1982, 01,   29966, 1982.0411,   344.00,   342.00,     343.63,   341.62,     344.00,   342.00
1982, 02,   29997, 1982.1260,      NaN,      NaN,     344.11,   341.68,     344.11,   341.68
1982, 03,   30025, 1982.2027,   343.86,   341.01,     344.60,   341.75,     343.86,   341.01
1982, 04,   30056, 1982.2877,   347.71,   344.07,     345.46,   341.81,     347.71,   344.07
1982, 05,   30086, 1982.3699,   346.54,   342.80,     345.61,   341.88,     346.54,   342.80
1982, 06,   30117, 1982.4548,   342.35,   340.74,     343.51,   341.95,     342.35,   340.74
1982, 07,   30147, 1982.5370,   340.16,   342.87,     339.25,   342.03,     340.16,   342.87
1982, 08,   30178, 1982.6219,      NaN,      NaN,     335.85,   342.12,     335.85,   342.12
1982, 09,   30209, 1982.7068,   335.97,   341.53,     336.70,   342.22,     335.97,   341.53
1982, 10,   30239, 1982.7890,      NaN,      NaN,     339.88,   342.34,     339.88,   342.34
1982, 11,   30270, 1982.8740,   341.63,   341.78,     342.35,   342.47,     341.63,   341.78
1982, 12,   30300, 1982.9562,   343.09,   341.97,     343.76,   342.62,     343.09,   341.97
1983, 01,   30331, 1983.0411,   344.54,   342.53,     344.81,   342.78,     344.54,   342.53
1983, 02,   30362, 1983.1260,   344.55,   342.11,     345.40,   342.96,     344.55,   342.11
1983, 03,   30390, 1983.2027,   345.49,   342.63,     346.02,   343.14,     345.49,   342.63
1983, 04,   30421, 1983.2877,   347.32,   343.66,     347.01,   343.35,     347.32,   343.66
1983, 05,   30451, 1983.3699,   347.89,   344.12,     347.31,   343.55,     347.89,   344.12
1983, 06,   30482, 1983.4548,   344.73,   343.11,     345.34,   343.77,     344.73,   343.11
1983, 07,   30512, 1983.5370,   340.76,   343.49,     341.17,   343.98,     340.76,   343.49
1983, 08,   30543, 1983.6219,   336.98,   343.27,     337.88,   344.19,     336.98,   343.27
1983, 09,   30574, 1983.7068,   339.93,   345.54,     338.84,   344.40,     339.93,   345.54
1983, 10,   30604, 1983.7890,   342.86,   345.38,     342.11,   344.59,     342.86,   345.38
1983, 11,   30635, 1983.8740,   342.64,   342.79,     344.65,   344.77,     342.64,   342.79
1983, 12,   30665, 1983.9562,   345.69,   344.56,     346.08,   344.93,     345.69,   344.56
1984, 01,   30696, 1984.0410,   345.87,   343.84,     347.13,   345.09,     345.87,   343.84
1984, 02,   30727, 1984.1257,   347.52,   345.07,     347.70,   345.24,     347.52,   345.07
1984, 03,   30756, 1984.2049,   347.46,   344.55,     348.28,   345.37,     347.46,   344.55
1984, 04,   30787, 1984.2896,   350.07,   346.37,     349.20,   345.50,     350.07,   346.37
1984, 05,   30817, 1984.3716,   349.44,   345.67,     349.37,   345.61,     349.44,   345.67
1984, 06,   30848, 1984.4563,   346.63,   345.05,     347.22,   345.71,     346.63,   345.05
1984, 07,   30878, 1984.5383,   343.02,   345.84,     342.90,   345.80,     343.02,   345.84
1984, 08,   30909, 1984.6230,   339.84,   346.19,     339.51,   345.88,     339.84,   346.19
1984, 09,   30940, 1984.7077,   340.76,   346.37,     340.38,   345.95,     340.76,   346.37
1984, 10,   30970, 1984.7896,   343.92,   346.43,     343.55,   346.02,     343.92,   346.43
1984, 11,   31001, 1984.8743,   344.78,   344.92,     345.96,   346.08,     344.78,   344.92
1984, 12,   31031, 1984.9563,   348.07,   346.93,     347.29,   346.13,     348.07,   346.93
1985, 01,   31062, 1985.0411,   347.94,   345.90,     348.24,   346.19,     347.94,   345.90
1985, 02,   31093, 1985.1260,   348.61,   346.14,     348.72,   346.25,     348.61,   346.14
1985, 03,   31121, 1985.2027,   349.04,   346.14,     349.22,   346.30,     349.04,   346.14
1985, 04,   31152, 1985.2877,   347.97,   344.27,     350.09,   346.38,     347.97,   344.27
1985, 05,   31182, 1985.3699,   349.97,   346.15,     350.26,   346.45,     349.97,   346.15
1985, 06,   31213, 1985.4548,   349.65,   348.01,     348.13,   346.54,     349.65,   348.01
1985, 07,   31243, 1985.5370,   345.52,   348.28,     343.78,   346.62,     345.52,   348.28
1985, 08,   31274, 1985.6219,   339.91,   346.28,     340.31,   346.71,     339.91,   346.28
1985, 09,   31305, 1985.7068,   340.24,   345.92,     341.17,   346.80,     340.24,   345.92
1985, 10,   31335, 1985.7890,   343.17,   345.73,     344.39,   346.90,     343.17,   345.73
1985, 11,   31366, 1985.8740,   346.81,   346.96,     346.88,   347.01,     346.81,   346.96
1985, 12,   31396, 1985.9562,      NaN,      NaN,     348.28,   347.11,     348.28,   347.11
1986, 01,   31427, 1986.0411,      NaN,      NaN,     349.29,   347.23,     349.29,   347.23
1986, 02,   31458, 1986.1260,   350.69,   348.20,     349.83,   347.34,     350.69,   348.20
1986, 03,   31486, 1986.2027,   349.58,   346.65,     350.37,   347.44,     349.58,   346.65
1986, 04,   31517, 1986.2877,   351.33,   347.60,     351.28,   347.54,     351.33,   347.60
1986, 05,   31547, 1986.3699,   351.57,   347.73,     351.48,   347.64,     351.57,   347.73
1986, 06,   31578, 1986.4548,   349.60,   347.94,     349.35,   347.75,     349.60,   347.94
1986, 07,   31608, 1986.5370,   345.25,   348.04,     344.99,   347.85,     345.25,   348.04
1986, 08,   31639, 1986.6219,      NaN,      NaN,     341.51,   347.95,     341.51,   347.95
1986, 09,   31670, 1986.7068,   342.06,   347.78,     342.39,   348.06,     342.06,   347.78
1986, 10,   31700, 1986.7890,   347.47,   350.05,     345.65,   348.17,     347.47,   350.05
1986, 11,   31731, 1986.8740,   346.64,   346.79,     348.17,   348.29,     346.64,   346.79
1986, 12,   31761, 1986.9562,   350.39,   349.24,     349.59,   348.42,     350.39,   349.24
1987, 01,   31792, 1987.0411,   350.11,   348.04,     350.65,   348.57,     350.11,   348.04
1987, 02,   31823, 1987.1260,   351.19,   348.69,     351.23,   348.73,     351.19,   348.69
1987, 03,   31851, 1987.2027,   350.99,   348.05,     351.84,   348.89,     350.99,   348.05
1987, 04,   31882, 1987.2877,   352.25,   348.50,     352.84,   349.08,     352.25,   348.50
1987, 05,   31912, 1987.3699,   352.94,   349.07,     353.13,   349.28,     352.94,   349.07
1987, 06,   31943, 1987.4548,   352.37,   350.70,     351.10,   349.49,     352.37,   350.70
1987, 07,   31973, 1987.5370,   347.55,   350.35,     346.82,   349.70,     347.55,   350.35
1987, 08,   32004, 1987.6219,   342.61,   349.07,     343.44,   349.93,     342.61,   349.07
1987, 09,   32035, 1987.7068,   345.47,   351.22,     344.45,   350.16,     345.47,   351.22
1987, 10,   32065, 1987.7890,   347.12,   349.71,     347.85,   350.38,     347.12,   349.71
1987, 11,   32096, 1987.8740,   350.78,   350.93,     350.50,   350.62,     350.78,   350.93
1987, 12,   32126, 1987.9562,   352.16,   351.00,     352.04,   350.86,     352.16,   351.00
1988, 01,   32157, 1988.0410,   352.63,   350.55,     353.20,   351.11,     352.63,   350.55
1988, 02,   32188, 1988.1257,   352.41,   349.90,     353.88,   351.35,     352.41,   349.90
1988, 03,   32217, 1988.2049,   353.42,   350.44,     354.58,   351.59,     353.42,   350.44
1988, 04,   32248, 1988.2896,   355.04,   351.25,     355.64,   351.84,     355.04,   351.25
