1977-08-15, 13:27, 28352.56, 1977.621,  3,  0, 334.12
1977-08-17, 00:00, 28354.00, 1977.625,  0,  9, NaN
1977-09-01, 13:06, 28369.55, 1977.667,  2,  0, 333.46
1977-09-05, 00:00, 28373.00, 1977.677,  0,  9, NaN
1977-09-15, 14:26, 28383.60, 1977.706,  3,  0, 333.58
1977-09-22, 00:00, 28390.00, 1977.723,  0,  9, NaN
1977-10-03, 14:23, 28401.60, 1977.755,  2,  0, 333.65
1977-10-15, 12:47, 28413.53, 1977.788,  2,  0, 333.37
1977-10-19, 00:00, 28417.00, 1977.797,  0,  9, NaN
1977-11-03, 14:00, 28432.58, 1977.840,  3,  0, 333.12
1977-11-15, 14:28, 28444.60, 1977.873,  2,  0, 333.34
1977-11-30, 14:53, 28459.62, 1977.914,  2,  0, 334.28
1977-12-05, 00:00, 28464.00, 1977.926,  0,  9, NaN
1977-12-15, 00:00, 28474.00, 1977.953,  0,  9, NaN
1977-12-20, 13:45, 28479.57, 1977.969,  3,  0, 334.46
1977-12-30, 14:46, 28489.62, 1977.996,  2,  0, 334.42
1978-01-18, 15:02, 28508.63, 1978.048,  3,  0, 335.13
1978-02-01, 15:31, 28522.65, 1978.087,  2,  0, 335.27
1978-02-14, 13:31, 28535.56, 1978.122,  2,  0, 335.73
1978-03-02, 13:43, 28551.57, 1978.166,  3,  0, 335.69
1978-03-14, 00:00, 28563.00, 1978.197,  0,  9, NaN
1978-03-20, 14:06, 28569.59, 1978.215,  3,  0, 335.80
1978-04-04, 10:36, 28584.44, 1978.256,  2,  4, 336.65
1978-04-05, 00:00, 28585.00, 1978.258,  0,  9, NaN
1978-04-13, 00:00, 28593.00, 1978.279,  0,  9, NaN
1978-04-18, 00:00, 28598.00, 1978.293,  0,  9, NaN
1978-04-21, 16:48, 28601.70, 1978.303,  3,  0, 335.86
1978-04-25, 15:18, 28605.64, 1978.314,  6,  0, 335.56
1978-05-02, 00:00, 28612.00, 1978.332,  0,  9, NaN
1978-05-15, 09:38, 28625.40, 1978.368,  3,  0, 336.20
1978-05-17, 00:00, 28627.00, 1978.373,  0,  9, NaN
1978-06-01, 15:16, 28642.64, 1978.415,  2,  0, 335.42
1978-06-06, 00:00, 28647.00, 1978.427,  0,  9, NaN
1978-06-15, 11:22, 28656.47, 1978.453,  3,  0, 336.27
1978-06-21, 00:00, 28662.00, 1978.468,  0,  9, NaN
1978-06-30, 12:02, 28671.50, 1978.495,  3,  0, 336.10
1978-07-07, 00:00, 28678.00, 1978.512,  0,  9, NaN
1978-07-17, 14:46, 28688.62, 1978.541,  3,  0, 336.06
1978-07-18, 00:00, 28689.00, 1978.542,  0,  9, NaN
1978-08-01, 15:31, 28703.65, 1978.583,  3,  0, 336.18
1978-08-15, 13:01, 28717.54, 1978.621,  2,  0, 335.72
1978-08-16, 00:00, 28718.00, 1978.622,  0,  9, NaN
1978-09-04, 13:26, 28737.56, 1978.676,  3,  0, 335.22
1978-09-18, 00:00, 28751.00, 1978.712,  0,  9, NaN
1978-10-05, 13:03, 28768.54, 1978.760,  3,  4, 335.36
1978-10-16, 14:16, 28779.59, 1978.791,  2,  0, 335.47
1978-10-17, 00:00, 28780.00, 1978.792,  0,  9, NaN
1978-11-01, 14:31, 28795.60, 1978.835,  3,  4, 337.20
1978-11-07, 00:00, 28801.00, 1978.849,  0,  9, NaN
1978-11-15, 13:16, 28809.55, 1978.873,  2,  0, 335.05
1978-11-16, 00:00, 28810.00, 1978.874,  0,  9, NaN
1978-12-03, 15:46, 28827.66, 1978.922,  2,  0, 335.45
1978-12-06, 00:00, 28830.00, 1978.929,  0,  9, NaN
1978-12-25, 13:01, 28849.54, 1978.982,  2,  0, 336.10
1979-01-23, 14:16, 28878.59, 1979.062,  3,  0, 336.42
1979-02-03, 15:16, 28889.64, 1979.092,  3,  0, 336.48
1979-02-05, 00:00, 28891.00, 1979.096,  0,  9, NaN
1979-02-07, 13:01, 28893.54, 1979.103,  2,  0, 336.87
1979-02-15, 14:26, 28901.60, 1979.125,  2,  0, 337.20
1979-02-18, 00:00, 28904.00, 1979.132,  0,  9, NaN
1979-03-06, 00:00, 28920.00, 1979.175,  0,  9, NaN
1979-03-15, 14:46, 28929.62, 1979.202,  2,  0, 337.56
1979-03-21, 00:00, 28935.00, 1979.216,  0,  9, NaN
1979-04-05, 15:21, 28950.64, 1979.259,  2,  0, 337.67
1979-04-15, 18:01, 28960.75, 1979.287,  3,  4, 339.16
1979-04-22, 15:02, 28967.63, 1979.306,  2,  0, 339.64
1979-04-23, 00:00, 28968.00, 1979.307,  0,  9, NaN
1979-05-03, 00:00, 28978.00, 1979.334,  0,  9, NaN
1979-05-10, 16:12, 28985.67, 1979.355,  3,  4, 341.34
1979-05-21, 00:00, 28996.00, 1979.384,  0,  9, NaN
1979-05-30, 16:16, 29005.68, 1979.410,  2,  0, 338.32
1979-06-06, 00:00, 29012.00, 1979.427,  0,  9, NaN
1979-06-15, 17:46, 29021.74, 1979.454,  2,  0, 337.97
1979-06-19, 00:00, 29025.00, 1979.463,  0,  9, NaN
1979-06-20, 17:56, 29026.75, 1979.468,  3,  0, 337.74
1979-07-09, 00:00, 29045.00, 1979.518,  0,  9, NaN
1979-07-18, 00:00, 29054.00, 1979.542,  0,  9, NaN
1979-08-09, 00:00, 29076.00, 1979.603,  0,  9, NaN
1979-08-21, 00:00, 29088.00, 1979.636,  0,  9, NaN
1979-09-04, 00:00, 29102.00, 1979.674,  0,  9, NaN
1979-09-18, 15:16, 29116.64, 1979.714,  3,  0, 336.44
1979-09-19, 00:00, 29117.00, 1979.715,  0,  9, NaN
1979-10-03, 15:52, 29131.66, 1979.755,  2,  0, 336.37
1979-10-05, 00:00, 29133.00, 1979.759,  0,  9, NaN
1979-10-15, 13:56, 29143.58, 1979.788,  3,  0, 336.27
1979-10-16, 00:00, 29144.00, 1979.789,  0,  9, NaN
1979-10-23, 14:06, 29151.59, 1979.810,  2,  0, 336.34
1979-11-08, 00:00, 29167.00, 1979.852,  0,  9, NaN
1979-11-14, 14:26, 29173.60, 1979.870,  2,  0, 336.84
1979-11-16, 00:00, 29175.00, 1979.874,  0,  9, NaN
1979-11-30, 14:37, 29189.61, 1979.914,  2,  0, 337.10
1979-12-04, 00:00, 29193.00, 1979.923,  0,  9, NaN
1979-12-18, 14:01, 29207.58, 1979.963,  3,  0, 337.60
1979-12-20, 00:00, 29209.00, 1979.967,  0,  9, NaN
1979-12-30, 13:52, 29219.58, 1979.996,  3,  0, 337.77
1980-01-10, 00:00, 29230.00, 1980.025,  0,  9, NaN
1980-02-07, 00:00, 29258.00, 1980.101,  0,  9, NaN
1980-02-25, 00:00, 29276.00, 1980.150,  0,  9, NaN
1980-03-05, 00:00, 29285.00, 1980.175,  0,  9, NaN
1980-03-25, 00:00, 29305.00, 1980.230,  0,  9, NaN
1980-04-09, 00:00, 29320.00, 1980.270,  0,  9, NaN
1980-04-12, 12:04, 29323.50, 1980.280,  2,  0, 340.43
1980-04-17, 00:00, 29328.00, 1980.292,  0,  9, NaN
1980-05-09, 12:31, 29350.52, 1980.354,  2,  0, 339.75
1980-05-29, 14:16, 29370.59, 1980.409,  2,  0, 339.87
1980-06-05, 00:00, 29377.00, 1980.426,  0,  9, NaN
1980-06-10, 17:01, 29382.71, 1980.442,  2,  0, 339.56
1980-06-16, 00:00, 29388.00, 1980.456,  0,  9, NaN
1980-06-30, 17:01, 29402.71, 1980.496,  3,  0, 339.28
1980-07-10, 12:33, 29412.52, 1980.523,  6,  4, 340.46
1980-07-11, 12:53, 29413.54, 1980.526,  8,  0, 340.25
1980-08-01, 13:32, 29434.56, 1980.584,  3,  4, 342.00
1980-08-18, 13:32, 29451.56, 1980.630,  2,  0, 339.16
1980-08-20, 00:00, 29453.00, 1980.634,  0,  9, NaN
1980-09-01, 14:02, 29465.58, 1980.668,  2,  4, 338.60
1980-09-04, 00:00, 29468.00, 1980.675,  0,  9, NaN
1980-09-17, 00:00, 29481.00, 1980.710,  0,  9, NaN
1980-09-26, 14:36, 29490.61, 1980.737,  2,  5, 340.30
1980-10-03, 00:00, 29497.00, 1980.754,  0,  9, NaN
1980-10-15, 14:37, 29509.61, 1980.789,  3,  4, 346.59
1980-10-18, 00:00, 29512.00, 1980.795,  0,  9, NaN
1980-11-05, 15:27, 29530.64, 1980.846,  3,  0, 338.60
1980-11-17, 00:00, 29542.00, 1980.877,  0,  9, NaN
1980-11-20, 16:07, 29545.67, 1980.887,  3,  4, 340.66
1980-11-30, 15:33, 29555.65, 1980.914,  3,  4, 351.82
1980-12-05, 00:00, 29560.00, 1980.926,  0,  9, NaN
1980-12-15, 15:57, 29570.66, 1980.955,  3,  4, 346.03
1980-12-16, 00:00, 29571.00, 1980.956,  0,  9, NaN
1980-12-31, 15:55, 29586.66, 1980.999,  3,  4, 345.69
1981-01-02, 00:00, 29588.00, 1981.003,  0,  9, NaN
1981-01-15, 14:46, 29601.62, 1981.040,  2,  0, 340.62
1981-01-19, 00:00, 29605.00, 1981.049,  0,  9, NaN
1981-01-29, 14:48, 29615.62, 1981.078,  3,  4, 351.45
1981-02-03, 00:00, 29620.00, 1981.090,  0,  9, NaN
1981-02-18, 00:00, 29635.00, 1981.132,  0,  9, NaN
1981-02-28, 17:00, 29645.71, 1981.161,  4,  0, 341.02
1981-03-04, 00:00, 29649.00, 1981.170,  0,  9, NaN
1981-03-15, 14:33, 29660.61, 1981.202,  2,  0, 341.38
1981-03-19, 00:00, 29664.00, 1981.211,  0,  9, NaN
1981-03-30, 17:03, 29675.71, 1981.243,  3,  4, 344.65
1981-04-07, 00:00, 29683.00, 1981.263,  0,  9, NaN
1981-04-18, 00:00, 29694.00, 1981.293,  0,  9, NaN
1981-04-29, 17:47, 29705.74, 1981.325,  3,  0, 341.11
1981-05-15, 16:27, 29721.69, 1981.369,  2,  0, 341.08
1981-05-31, 14:13, 29737.59, 1981.413,  2,  0, 340.53
1981-06-15, 16:00, 29752.67, 1981.454,  3,  4, 348.84
1981-06-16, 00:00, 29753.00, 1981.455,  0,  9, NaN
1981-07-01, 00:00, 29768.00, 1981.496,  0,  9, NaN
1981-07-02, 18:20, 29769.76, 1981.501,  3,  4, 343.60
1981-07-15, 15:37, 29782.65, 1981.536,  3,  4, 343.03
1981-07-24, 14:38, 29791.61, 1981.561,  5,  0, 340.43
1981-07-30, 15:48, 29797.66, 1981.577,  2,  0, 340.42
1981-08-04, 00:00, 29802.00, 1981.589,  0,  9, NaN
1981-08-18, 00:00, 29816.00, 1981.627,  0,  9, NaN
1981-08-31, 14:35, 29829.61, 1981.665,  2,  0, 339.60
1981-09-02, 00:00, 29831.00, 1981.668,  0,  9, NaN
1981-09-15, 13:08, 29844.55, 1981.706,  2,  0, 339.00
1981-09-18, 00:00, 29847.00, 1981.712,  0,  9, NaN
1981-09-30, 15:22, 29859.64, 1981.747,  2,  0, 338.68
1981-10-02, 00:00, 29861.00, 1981.751,  0,  9, NaN
1981-10-16, 15:42, 29875.65, 1981.791,  2,  0, 339.33
1981-11-01, 13:25, 29891.56, 1981.834,  2,  0, 340.00
1981-11-03, 00:00, 29893.00, 1981.838,  0,  9, NaN
1981-11-13, 15:17, 29903.64, 1981.867,  2,  0, 339.16
1981-11-30, 15:48, 29920.66, 1981.914,  2,  4, 356.12
1981-12-14, 00:00, 29934.00, 1981.951,  0,  9, NaN
1981-12-30, 15:33, 29950.65, 1981.996,  2,  0, 340.98
1982-01-04, 00:00, 29955.00, 1982.008,  0,  9, NaN
1982-01-15, 15:07, 29966.63, 1982.040,  3,  4, 341.05
1982-01-29, 15:43, 29980.65, 1982.079,  2,  4, 355.34
1982-02-05, 00:00, 29987.00, 1982.096,  0,  9, NaN
1982-02-15, 15:54, 29997.66, 1982.125,  2,  4, 365.29
1982-02-28, 12:51, 30010.54, 1982.160,  2,  0, 342.11
1982-03-30, 15:35, 30040.65, 1982.243,  2,  0, 342.60
1982-04-08, 00:00, 30049.00, 1982.266,  0,  9, NaN
1982-04-15, 16:09, 30056.67, 1982.287,  3,  0, 342.97
1982-05-15, 14:52, 30086.62, 1982.369,  3,  4, 342.26
1982-05-20, 00:00, 30091.00, 1982.381,  0,  9, NaN
1982-06-07, 00:00, 30109.00, 1982.430,  0,  9, NaN
1982-06-15, 00:00, 30117.00, 1982.452,  0,  9, NaN
1982-06-16, 11:32, 30118.48, 1982.456,  3,  4, 347.43
1982-07-01, 00:00, 30133.00, 1982.496,  0,  9, NaN
1982-07-05, 13:37, 30137.57, 1982.508,  3,  4, 352.27
1982-07-15, 00:00, 30147.00, 1982.534,  0,  9, NaN
1982-07-16, 12:35, 30148.52, 1982.538,  3,  4, 349.80
1982-07-29, 13:35, 30161.57, 1982.574,  3,  4, 348.18
1982-08-02, 00:00, 30165.00, 1982.584,  0,  9, NaN
1982-08-13, 13:10, 30176.55, 1982.615,  3,  4, 344.74
1982-09-02, 09:41, 30196.40, 1982.670,  2,  4, 345.89
1982-09-03, 00:00, 30197.00, 1982.671,  0,  9, NaN
1982-09-05, 00:00, 30199.00, 1982.677,  0,  9, NaN
1982-09-07, 00:00, 30201.00, 1982.682,  0,  9, NaN
1982-09-08, 00:00, 30202.00, 1982.685,  0,  9, NaN
1982-09-09, 11:44, 30203.49, 1982.689,  5,  0, 340.11
1982-09-11, 12:15, 30205.51, 1982.695,  3,  0, 340.69
1982-09-13, 10:45, 30207.45, 1982.700,  4,  0, 340.75
1982-09-15, 11:20, 30209.47, 1982.705,  2,  0, 340.70
1982-10-17, 14:10, 30241.59, 1982.793,  3,  4, 344.96
1982-11-03, 11:52, 30258.49, 1982.840,  3,  4, 346.76
1982-11-10, 00:00, 30265.00, 1982.858,  0,  9, NaN
1982-11-17, 00:00, 30272.00, 1982.877,  0,  9, NaN
1982-12-02, 00:00, 30287.00, 1982.918,  0,  9, NaN
1982-12-15, 00:00, 30300.00, 1982.953,  0,  9, NaN
1983-01-10, 14:07, 30326.59, 1983.026,  2,  0, 341.71
1983-01-27, 11:09, 30343.46, 1983.073,  2,  0, 341.69
1983-02-07, 00:00, 30354.00, 1983.101,  0,  9, NaN
1983-02-10, 10:35, 30357.44, 1983.111,  3,  4, 342.65
1983-02-17, 00:00, 30364.00, 1983.129,  0,  9, NaN
1983-02-28, 09:07, 30375.38, 1983.160,  2,  0, 343.39
1983-03-07, 00:00, 30382.00, 1983.178,  0,  9, NaN
1983-03-14, 10:22, 30389.43, 1983.198,  2,  0, 343.26
1983-03-17, 00:00, 30392.00, 1983.205,  0,  9, NaN
1983-04-02, 09:07, 30408.38, 1983.250,  1,  4, 346.42
1983-04-17, 17:10, 30423.72, 1983.292,  2,  0, 345.22
1983-05-02, 09:08, 30438.38, 1983.333,  2,  0, 345.25
1983-05-09, 00:00, 30445.00, 1983.351,  0,  9, NaN
1983-05-18, 10:32, 30454.44, 1983.377,  2,  5, 345.55
1983-05-26, 00:00, 30462.00, 1983.397,  0,  9, NaN
1983-06-06, 11:44, 30473.49, 1983.429,  2,  4, 347.94
1983-07-04, 12:19, 30501.51, 1983.506,  3,  4, 357.74
1983-07-18, 11:28, 30515.48, 1983.544,  1,  4, 348.34
1983-08-01, 00:00, 30529.00, 1983.581,  0,  9, NaN
1983-08-15, 00:00, 30543.00, 1983.619,  0,  9, NaN
1983-09-14, 09:37, 30573.40, 1983.702,  1,  4, 353.16
1983-09-28, 09:38, 30587.40, 1983.741,  2,  4, 342.82
1983-10-18, 14:22, 30607.60, 1983.796,  3,  4, 341.86
1983-10-30, 12:42, 30619.53, 1983.829,  5,  4, 361.87
1983-11-04, 14:18, 30624.60, 1983.843,  2,  0, 340.94
1983-11-06, 16:46, 30626.70, 1983.848,  6,  4, 341.49
1983-11-15, 12:57, 30635.54, 1983.873,  3,  0, 342.24
1983-12-01, 15:04, 30651.63, 1983.917,  2,  0, 342.25
1983-12-11, 16:10, 30661.67, 1983.944,  3,  4, 342.35
1984-01-07, 15:12, 30688.63, 1984.018,  3,  0, 343.34
1984-01-18, 16:59, 30699.71, 1984.048,  3,  0, 343.93
1984-02-04, 14:35, 30716.61, 1984.095,  2,  0, 343.72
1984-02-15, 16:59, 30727.71, 1984.125,  3,  0, 344.20
1984-02-29, 15:36, 30741.65, 1984.163,  3,  0, 344.91
1984-03-07, 15:26, 30748.64, 1984.182,  2,  0, 345.50
1984-03-12, 15:46, 30753.66, 1984.196,  1,  4, 345.25
1984-03-21, 15:36, 30762.65, 1984.220,  2,  4, 346.14
1984-04-07, 16:09, 30779.67, 1984.267,  1,  4, 346.39
1984-04-19, 17:29, 30791.73, 1984.300,  2,  0, 346.77
1984-04-25, 15:26, 30797.64, 1984.316,  2,  4, 350.81
1984-05-09, 15:29, 30811.65, 1984.354,  1,  4, 347.04
1984-05-16, 15:24, 30818.64, 1984.373,  2,  0, 346.07
1984-05-23, 15:31, 30825.65, 1984.392,  2,  0, 345.75
1984-06-03, 15:26, 30836.64, 1984.423,  2,  0, 346.29
1984-06-10, 16:22, 30843.68, 1984.442,  2,  0, 345.17
1984-06-18, 16:59, 30851.71, 1984.464,  2,  0, 345.54
1984-06-25, 17:30, 30858.73, 1984.483,  2,  0, 345.41
1984-07-05, 16:55, 30868.70, 1984.510,  2,  4, 345.07
1984-07-13, 17:03, 30876.71, 1984.532,  2,  0, 345.15
1984-07-20, 16:35, 30883.69, 1984.551,  2,  0, 344.88
1984-07-26, 17:00, 30889.71, 1984.568,  2,  0, 344.70
1984-07-31, 17:20, 30894.72, 1984.581,  2,  0, 344.18
1984-08-06, 16:54, 30900.70, 1984.598,  2,  0, 344.53
1984-08-13, 16:51, 30907.70, 1984.617,  2,  0, 344.25
1984-08-20, 16:49, 30914.70, 1984.636,  2,  4, 343.79
1984-08-27, 16:32, 30921.69, 1984.655,  2,  0, 344.31
1984-09-10, 16:49, 30935.70, 1984.693,  4,  4, 347.46
1984-09-17, 16:38, 30942.69, 1984.712,  4,  4, 346.53
1984-09-24, 16:45, 30949.70, 1984.731,  2,  0, 343.23
1984-10-02, 16:55, 30957.70, 1984.753,  2,  0, 342.91
1984-10-13, 17:30, 30968.73, 1984.783,  3,  0, 343.03
1984-10-18, 16:39, 30973.69, 1984.797,  2,  4, 347.56
1984-10-26, 16:42, 30981.70, 1984.819,  2,  4, 345.95
1984-11-02, 16:34, 30988.69, 1984.838,  2,  4, 343.44
1984-11-09, 17:07, 30995.71, 1984.857,  2,  0, 343.87
1984-11-16, 16:52, 31002.70, 1984.876,  2,  0, 343.80
1984-11-30, 17:51, 31016.74, 1984.915,  2,  0, 343.99
1984-12-08, 17:00, 31024.71, 1984.936,  2,  4, 344.34
1984-12-14, 16:24, 31030.68, 1984.953,  2,  0, 344.65
1984-12-21, 16:44, 31037.70, 1984.972,  2,  0, 344.66
1984-12-28, 16:22, 31044.68, 1984.991,  2,  0, 344.89
1985-01-06, 15:29, 31053.65, 1985.015,  2,  0, 344.81
1985-01-14, 16:48, 31061.70, 1985.038,  2,  0, 345.36
1985-01-20, 17:19, 31067.72, 1985.054,  2,  0, 345.90
1985-01-29, 17:39, 31076.74, 1985.079,  2,  4, 344.96
1985-01-31, 13:36, 31078.57, 1985.084,  6,  0, 345.28
1985-02-02, 17:50, 31080.74, 1985.090,  2,  4, 345.69
1985-02-04, 15:01, 31082.63, 1985.095,  4,  0, 345.16
1985-02-10, 17:08, 31088.71, 1985.112,  2,  0, 345.29
1985-02-19, 15:49, 31097.66, 1985.136,  2,  0, 345.43
1985-02-27, 17:35, 31105.73, 1985.158,  2,  4, 346.23
1985-03-04, 17:09, 31110.71, 1985.172,  2,  0, 346.74
1985-03-10, 15:52, 31116.66, 1985.188,  2,  0, 346.86
1985-03-16, 16:29, 31122.69, 1985.205,  2,  0, 346.74
1985-03-23, 16:36, 31129.69, 1985.224,  2,  0, 346.92
1985-03-30, 16:07, 31136.67, 1985.243,  3,  0, 346.17
1985-04-06, 14:41, 31143.61, 1985.262,  2,  4, 346.09
1985-04-14, 16:25, 31151.68, 1985.284,  2,  0, 347.83
1985-04-20, 16:24, 31157.68, 1985.301,  2,  0, 346.94
1985-04-28, 16:03, 31165.67, 1985.322,  1,  4, 346.44
1985-05-09, 15:47, 31176.66, 1985.352,  2,  4, 346.41
1985-05-16, 16:54, 31183.70, 1985.372,  2,  0, 346.61
1985-05-22, 17:19, 31189.72, 1985.388,  2,  0, 346.73
1985-05-28, 13:59, 31195.58, 1985.404,  2,  0, 347.05
1985-06-15, 16:12, 31213.68, 1985.454,  2,  4, 346.69
1985-06-23, 16:32, 31221.69, 1985.476,  2,  0, 346.79
1985-07-01, 16:35, 31229.69, 1985.498,  2,  0, 346.05
1985-07-07, 16:21, 31235.68, 1985.514,  2,  0, 346.44
1985-07-21, 16:14, 31249.68, 1985.553,  2,  0, 346.03
1985-07-28, 16:29, 31256.69, 1985.572,  2,  0, 346.16
1985-08-06, 16:58, 31265.71, 1985.596,  2,  0, 345.97
